-0.0 0.0912
2.6 0.184
5.2 0.192
7.8 0.1808
10.4 0.1808
13.0 0.1728
15.6 0.1728
18.2 0.168
20.8 0.1664
23.4 0.1648
26.0 0.1584
28.6 0.1568
31.2 0.1488
33.8 0.1488
36.4 0.1456
39.0 0.144
41.6 0.1376
44.2 0.1344
46.8 0.1264
49.4 0.128
52.0 0.1232
54.6 0.1168
57.2 0.12
59.8 0.1152
62.4 0.1088
65.0 0.104
67.6 0.104
70.2 0.1008
72.8 0.1008
75.4 0.0944
78.0 0.0928
80.6 0.0912
83.2 0.0832
85.8 0.0816
88.4 0.0848
91.0 0.0784
93.6 0.0752
96.2 0.08
98.8 0.0752
101.4 0.0736
104.0 0.0656
106.6 0.0656
109.2 0.0688
111.8 0.0624
114.4 0.064
117.0 0.056
119.6 0.0576
122.2 0.0512
124.8 0.0512
127.4 0.048
130.0 0.0512
132.6 0.0544
135.2 0.0448
137.8 0.0448
140.4 0.0384
143.0 0.0416
145.6 0.0416
148.2 0.0368
150.8 0.04
153.4 0.0352
156.0 0.0352
158.6 0.0336
161.2 0.032
163.8 0.032
166.4 0.0288
169.0 0.0288
171.6 0.0304
174.2 0.032
176.8 0.0272
179.4 0.0304
182.0 0.0256
184.6 0.0224
187.2 0.024
189.8 0.024
192.4 0.0192
195.0 0.0208
197.6 0.0192
200.2 0.0208
202.8 0.0208
205.4 0.0192
208.0 0.016
210.6 0.016
213.2 0.0176
215.8 0.0144
218.4 0.0128
221.0 0.0176
223.6 0.0144
226.2 0.0144
228.8 0.0144
231.4 0.0128
234.0 0.0128
236.6 0.0112
239.2 0.0128
241.8 0.0112
244.4 0.0144
252.2 0.0112
254.8 0.0112
257.4 0.0112
